id,name,created_at
660,Surround Sound,2025-03-17 08:44:17.830214
418,Fx01,2025-03-17 07:08:55.045589
419,Lumix,2025-03-17 07:08:55.045589
420,Panasonic,2025-03-17 07:08:55.045589
651,green,2025-03-17 08:43:52.055474
447,rear brake pads,2025-03-17 07:17:26.445541
448,removing tires,2025-03-17 07:17:26.445541
481,GX260,2025-03-17 07:29:06.877953
483,OptiPlex,2025-03-17 07:29:06.877953
4665,gmc,2025-03-18 00:11:22.639718
453,CD ROM Drive,2025-03-17 07:19:55.15934
454,disc drive,2025-03-17 07:19:55.15934
456,HP dv5000,2025-03-17 07:19:55.15934
460,keyboard replacement,2025-03-17 07:20:11.413686
552,Keurig,2025-03-17 07:54:01.260771
555,Water Pump,2025-03-17 07:54:01.260771
557,Wooden Toy,2025-03-17 07:54:04.629766
558,plastic toys,2025-03-17 07:54:08.847732
664,troltech,2025-03-17 08:45:08.966971
776,X-370,2025-03-17 09:26:17.198309
568,liberation,2025-03-17 08:01:48.40516
571,Cortex A8,2025-03-17 08:05:13.308958
572,e-Ink,2025-03-17 08:05:13.308958
574,ePaper,2025-03-17 08:05:13.308958
575,eReader,2025-03-17 08:05:13.308958
577,SNES-60,2025-03-17 08:05:13.308958
735,A550,2025-03-17 09:21:17.699454
817,sony,2025-03-17 09:44:07.825289
484,pc,2025-03-17 07:29:06.877953
737,Canon PowerShot A550,2025-03-17 09:21:17.699454
749,2105,2025-03-17 09:22:02.731941
750,2118,2025-03-17 09:22:02.731941
854,motorcycle,2025-03-17 10:05:23.129421
675,Applebook,2025-03-17 08:52:42.632627
676,Applebook 5300,2025-03-17 08:52:42.632627
590,battery install,2025-03-17 08:09:51.109755
681,hp photosmart,2025-03-17 08:53:35.986892
760,seal,2025-03-17 09:24:41.866103
683,paper jam,2025-03-17 08:53:35.986892
684,repairs,2025-03-17 08:53:35.986892
685,simple fix,2025-03-17 08:53:35.986892
661,cell phone,2025-03-17 08:45:08.966971
799,galaxy s 2,2025-03-17 09:28:33.087688
573,E60,2025-03-17 08:05:13.308958
759,flush,2025-03-17 09:24:41.866103
692,battery replacment,2025-03-17 08:58:52.107752
693,battery reset,2025-03-17 08:58:52.107752
761,tank,2025-03-17 09:24:41.866103
695,clean keyboard,2025-03-17 08:58:55.198096
604,Edge,2025-03-17 08:23:28.945196
605,Handspring,2025-03-17 08:23:28.945196
607,Visor,2025-03-17 08:23:28.945196
696,replace keyboard,2025-03-17 08:58:55.198096
762,toilet,2025-03-17 09:24:41.866103
763,valve,2025-03-17 09:24:41.866103
553,Select,2025-03-17 07:54:01.260771
824,Duratec oil change,2025-03-17 09:44:35.764473
826,battery charge,2025-03-17 09:48:38.839958
827,car,2025-03-17 09:48:38.839958
828,jumper,2025-03-17 09:48:38.839958
805,display,2025-03-17 09:28:42.501623
839,oil,2025-03-17 09:58:59.123887
844,nerf,2025-03-17 10:03:17.55262
631,retractable lens,2025-03-17 08:33:19.234113
616,A80,2025-03-17 08:29:55.380558
736,canon,2025-03-17 09:21:17.699454
808,lcd backlight,2025-03-17 09:28:42.501623
781,film,2025-03-17 09:26:24.421561
644,Dreamcast,2025-03-17 08:37:48.516224
715,battery life,2025-03-17 09:12:54.028625
831,Droid Eris,2025-03-17 09:56:36.514705
505,cd,2025-03-17 07:29:37.729397
718,In-Depth,2025-03-17 09:12:54.028625
719,No Tools Needed,2025-03-17 09:12:54.028625
720,nokia e61i no power,2025-03-17 09:12:54.028625
721,Straight-forward,2025-03-17 09:12:54.028625
783,Winding lever,2025-03-17 09:26:24.421561
832,Droid Eris Digitizer,2025-03-17 09:56:36.514705
785,liquid damage,2025-03-17 09:26:28.341468
787,holder,2025-03-17 09:26:35.921014
728,HTC Touch Pro CDMA,2025-03-17 09:19:02.494103
774,minolta,2025-03-17 09:26:17.198309
731,F301,2025-03-17 09:20:05.908368
732,N2000,2025-03-17 09:20:05.908368
809,back light,2025-03-17 09:28:54.228584
804,ccfl,2025-03-17 09:28:42.501623
806,"imac 20""",2025-03-17 09:28:42.501623
617,back cover,2025-03-17 08:29:55.380558
815,100101,2025-03-17 09:44:07.825289
816,player,2025-03-17 09:44:07.825289
818,sony walkman,2025-03-17 09:44:07.825289
819,sony walkman wm-4 casstte player,2025-03-17 09:44:07.825289
821,wm 4,2025-03-17 09:44:07.825289
822,wm-4,2025-03-17 09:44:07.825289
833,Droid Eris Screen,2025-03-17 09:56:36.514705
834,HTC Droid Eris,2025-03-17 09:56:36.514705
843,modding,2025-03-17 10:03:17.55262
837,Camry,2025-03-17 09:58:59.123887
845,recon,2025-03-17 10:03:17.55262
224,apple,2025-03-17 05:49:54.562682
847,cable fault,2025-03-17 10:03:31.008944
848,MacBook,2025-03-17 10:03:31.008944
851,power adapter,2025-03-17 10:03:31.008944
852,short circuit,2025-03-17 10:03:31.008944
853,650,2025-03-17 10:05:23.129421
855,suzuki,2025-03-17 10:05:23.129421
856,sv,2025-03-17 10:05:23.129421
857,sv650,2025-03-17 10:05:23.129421
858,FWD_Inline_4,2025-03-17 10:05:56.294275
668,bluetooth,2025-03-17 08:48:10.114873
716,battery replacement,2025-03-17 09:12:54.028625
802,2133,2025-03-17 09:28:42.501623
791,remove,2025-03-17 09:26:35.921014
214,Power Supply,2025-03-17 05:49:17.631826
643,cmos,2025-03-17 08:37:48.516224
569,liberation kit,2025-03-17 08:01:48.40516
842,mod,2025-03-17 10:03:17.55262
626,flash,2025-03-17 08:33:07.280001
663,phone,2025-03-17 08:45:08.966971
576,samsung,2025-03-17 08:05:13.308958
727,htc,2025-03-17 09:19:02.494103
679,hardware,2025-03-17 08:52:42.632627
733,Nikon,2025-03-17 09:20:05.908368
618,powershot,2025-03-17 08:29:55.380558
850,MagSafe,2025-03-17 10:03:31.008944
625,cannon,2025-03-17 08:33:07.280001
678,hard drive replacement,2025-03-17 08:52:42.632627
655,ps3,2025-03-17 08:43:52.055474
788,lens,2025-03-17 09:26:35.921014
849,MacBook Pro,2025-03-17 10:03:31.008944
697,hard drive upgrade,2025-03-17 08:59:27.454845
504,processor,2025-03-17 07:29:33.913143
512,rom,2025-03-17 07:29:37.729397
820,tape,2025-03-17 09:44:07.825289
633,internal battery,2025-03-17 08:33:26.461679
507,dvd,2025-03-17 07:29:37.729397
859,bulb,2025-03-17 10:08:05.083282
861,new beetle,2025-03-17 10:08:05.083282
1093,910,2025-03-17 11:50:13.780846
1144,clx,2025-03-17 12:06:11.840961
7,no tools,2025-03-17 02:41:46.416653
1018,iMac G5 (first generation) fan,2025-03-17 11:15:23.883883
1104,HP Touch Screen,2025-03-17 11:52:58.811433
1105,HP Touchsmart,2025-03-17 11:52:58.811433
1193,cisco,2025-03-17 12:12:21.632034
875,Step 1,2025-03-17 10:14:13.643967
1025,dust mesh,2025-03-17 11:26:15.484814
881,faulty display,2025-03-17 10:15:35.106617
884,mother board problem,2025-03-17 10:15:35.106617
1027,speaker mesh,2025-03-17 11:26:15.484814
1110,nokia 82,2025-03-17 11:53:15.415764
888,monitor doesn't work,2025-03-17 10:15:45.55426
890,VGA input,2025-03-17 10:15:45.55426
991,1525,2025-03-17 10:54:31.15545
893,no power,2025-03-17 10:15:54.733671
895,Power Supply Board,2025-03-17 10:15:54.733671
1031,Charger board,2025-03-17 11:26:44.055031
879,Acer AL1916,2025-03-17 10:15:35.106617
898,computer monitor,2025-03-17 10:16:07.97806
899,discolored screen,2025-03-17 10:16:07.97806
886,display problems,2025-03-17 10:15:45.55426
902,close,2025-03-17 10:17:44.56537
903,flap,2025-03-17 10:17:44.56537
905,lens broken replace fix,2025-03-17 10:17:44.56537
907,lens repair,2025-03-17 10:17:44.56537
908,lens stuck,2025-03-17 10:17:44.56537
909,lens stuck open,2025-03-17 10:17:44.56537
910,open,2025-03-17 10:17:44.56537
4666,GMC Lighting,2025-03-18 00:11:22.639718
1032,dc board,2025-03-17 11:26:44.055031
1034,dell inspiron 1525 dc jack board,2025-03-17 11:26:44.055031
1035,remove logic board,2025-03-17 11:26:44.055031
1036,remove system motherboard,2025-03-17 11:26:44.055031
916,ds lite,2025-03-17 10:24:49.83267
917,DSL,2025-03-17 10:24:49.83267
918,EM10 filter,2025-03-17 10:24:49.83267
4667,LED Accessories,2025-03-18 00:11:22.639718
1195,ex60,2025-03-17 12:12:21.632034
1038,capacitors,2025-03-17 11:27:31.331861
1040,projection tv,2025-03-17 11:27:31.331861
1041,WS-65511,2025-03-17 11:27:31.331861
1046,Sigma,2025-03-17 11:28:28.737055
930,Hot air Popcorn Popper,2025-03-17 10:29:48.545357
931,Popcorn Maker,2025-03-17 10:29:48.545357
932,Popcorn popper,2025-03-17 10:29:48.545357
933,Presto,2025-03-17 10:29:48.545357
1196,ex90,2025-03-17 12:12:21.632034
1049,Delphi XM2GO,2025-03-17 11:28:42.930653
1116,Motorola California Mobile Phone,2025-03-17 11:55:13.547452
1114,Digital Personal Communicator,2025-03-17 11:55:13.547452
1197,tandberg,2025-03-17 12:12:21.632034
940,w810i,2025-03-17 10:35:05.224298
1159,Acer laptop,2025-03-17 12:07:23.577566
1160,3510,2025-03-17 12:07:43.147739
1124,BP-6MT battery,2025-03-17 11:57:44.680272
1162,FHA-3510,2025-03-17 12:07:43.147739
1163,FHA3510,2025-03-17 12:07:43.147739
1164,HP mouse,2025-03-17 12:07:43.147739
1165,left button,2025-03-17 12:07:43.147739
1065,7850,2025-03-17 11:34:41.648849
1066,Gigabyte,2025-03-17 11:34:41.648849
1167,right button,2025-03-17 12:07:43.147739
1069,core i3,2025-03-17 11:38:55.328909
1070,core i5,2025-03-17 11:38:55.328909
1071,core i7,2025-03-17 11:38:55.328909
1072,CPU upgrade,2025-03-17 11:38:55.328909
968,sony ericsson,2025-03-17 10:46:32.085797
969,Sony Ericsson Xperia Mini Pro SK,2025-03-17 10:46:32.085797
970,Xperia Mini Pro SK,2025-03-17 10:46:32.085797
971,Xperia Mini Pro SK17,2025-03-17 10:46:32.085797
972,Xperia Mini Pro SK17i,2025-03-17 10:46:32.085797
973,Xperia Mini Pro SK17i teardown,2025-03-17 10:46:32.085797
974,Xperia Mini Pro teardown,2025-03-17 10:46:32.085797
1073,imac 27,2025-03-17 11:38:55.328909
1074,intel imac,2025-03-17 11:38:55.328909
1076,MSI Wind,2025-03-17 11:40:26.838334
1077,netbook,2025-03-17 11:40:26.838334
1115,MicroTAC,2025-03-17 11:55:13.547452
981,game boy advance,2025-03-17 10:52:40.698847
982,game boy advance sp,2025-03-17 10:52:40.698847
1203,earphone,2025-03-17 12:13:52.383235
985,2134,2025-03-17 10:53:26.529067
987,2211,2025-03-17 10:53:26.529067
988,Diagnostic LED,2025-03-17 10:53:26.529067
1168,switch,2025-03-17 12:07:43.147739
232,Palm rest,2025-03-17 05:50:48.303444
995,CF Memory,2025-03-17 10:55:34.66986
996,BMW E39,2025-03-17 11:00:26.519895
998,BMW E39 5 Series 1997-2003,2025-03-17 11:00:47.324233
1169,tactile,2025-03-17 12:07:43.147739
1170,WE790AA,2025-03-17 12:07:43.147739
1179,California Mobile Phone,2025-03-17 12:11:38.641282
1005,SCH-A310,2025-03-17 11:04:45.537319
1205,hedphone,2025-03-17 12:13:52.383235
1007,BMW Automobile,2025-03-17 11:06:07.131401
1153,700P,2025-03-17 12:07:19.759245
1156,palm,2025-03-17 12:07:19.759245
1157,Treo,2025-03-17 12:07:19.759245
860,headlight,2025-03-17 10:08:05.083282
1090,blackberry curve 8330 battery,2025-03-17 11:48:17.427209
1198,telepresence,2025-03-17 12:12:21.632034
1143,black lines,2025-03-17 12:06:11.840961
1194,console,2025-03-17 12:12:21.632034
1001,auto repair,2025-03-17 11:04:10.447109
1202,3.5 mm,2025-03-17 12:13:52.383235
1204,HD428,2025-03-17 12:13:52.383235
1207,plug,2025-03-17 12:13:52.383235
1208,Sennheiser,2025-03-17 12:13:52.383235
1209,Sennheiser HD428,2025-03-17 12:13:52.383235
1210,wire,2025-03-17 12:13:52.383235
1211,wire break,2025-03-17 12:13:52.383235
1213,galaxy s3 sii disassembly assembly guide,2025-03-17 12:14:28.56409
1217,roccat,2025-03-17 12:15:22.159466
1218,scroll wheel,2025-03-17 12:15:22.159466
1219,iBeats,2025-03-17 12:15:25.833224
1220,iBeats Self Repair Guide,2025-03-17 12:15:25.833224
1221,Monster iBeats ControlTalk,2025-03-17 12:15:25.833224
1222,Repair iBeats,2025-03-17 12:15:25.833224
1149,vertical lines,2025-03-17 12:06:11.840961
1175,back case,2025-03-17 12:10:07.921331
906,lens cover,2025-03-17 10:17:44.56537
1043,fix,2025-03-17 11:28:28.737055
1039,Mitsubishi,2025-03-17 11:27:31.331861
1075,maintenance,2025-03-17 11:40:26.838334
1206,no sound,2025-03-17 12:13:52.383235
1178,antenna,2025-03-17 12:11:38.641282
862,volkswagen,2025-03-17 10:08:05.083282
882,monitor,2025-03-17 10:15:35.106617
920,not charging,2025-03-17 10:24:49.83267
1161,button,2025-03-17 12:07:43.147739
1026,iphone,2025-03-17 11:26:15.484814
1044,lens assembly,2025-03-17 11:28:28.737055
1103,HP,2025-03-17 11:52:58.811433
381,repair,2025-03-17 06:32:13.540822
1067,vibration,2025-03-17 11:34:41.648849
880,circuit board,2025-03-17 10:15:35.106617
1229,air condition problems,2025-03-17 12:20:07.405875
1230,Air Conditioner,2025-03-17 12:20:07.405875
1231,nissan,2025-03-17 12:20:07.405875
1232,Xterra,2025-03-17 12:20:07.405875
1233,imac lcd,2025-03-17 12:20:13.715522
1234,imac lines on screen,2025-03-17 12:20:13.715522
1235,imac screen,2025-03-17 12:20:13.715522
1237,1080p,2025-03-17 12:23:50.76479
1238,AUO,2025-03-17 12:23:50.76479
1239,Gamut,2025-03-17 12:23:50.76479
1240,L520,2025-03-17 12:23:50.76479
4668,LED bulbs,2025-03-18 00:11:22.639718
1242,T510,2025-03-17 12:23:50.76479
1243,T520,2025-03-17 12:23:50.76479
1244,T530,2025-03-17 12:23:50.76479
1246,W510,2025-03-17 12:23:50.76479
1247,W520,2025-03-17 12:23:50.76479
1248,W530,2025-03-17 12:23:50.76479
1259,Logitech Mouse Anywhere MX,2025-03-17 12:35:37.329547
1262,TS20100F070S,2025-03-17 12:35:37.329547
1266,Patagonia Clothing,2025-03-17 12:36:37.481009
4669,LED Cab Roof Lights,2025-03-18 00:11:22.639718
1269,HP G60-535DX,2025-03-17 12:37:48.344819
1273,1911,2025-03-17 12:41:27.869533
1274,Firearms,2025-03-17 12:41:27.869533
1275,Sidearms,2025-03-17 12:41:27.869533
1278,air filter,2025-03-17 12:42:46.391879
1279,toyota air vacuum connector,2025-03-17 12:42:46.391879
1280,Toyota Sienna,2025-03-17 12:42:46.391879
1511,c stick,2025-03-17 14:01:36.320892
1286,Lenovo G570,2025-03-17 12:45:37.025661
1290,L855,2025-03-17 12:51:50.205708
1291,S5210,2025-03-17 12:51:50.205708
4671,LED Marker Lights,2025-03-18 00:11:22.639718
1294,Toshiba Satellite L855-S5210,2025-03-17 12:51:50.205708
4672,Truck Cab Roof LED,2025-03-18 00:11:22.639718
1390,speaker,2025-03-17 13:20:53.555168
1319,howto,2025-03-17 12:57:22.418602
1321,NV53A24u,2025-03-17 12:57:22.418602
1324,auto tire repair,2025-03-17 12:57:29.149454
1329,computer,2025-03-17 12:59:35.202689
1331,dell inspiron 1521,2025-03-17 12:59:35.202689
1492,back panel,2025-03-17 14:00:59.442373
1350,floor jack,2025-03-17 13:09:16.455774
1365,CPSU-AMIDO-F12S9G13,2025-03-17 13:15:42.124169
1384,apple pro speakers,2025-03-17 13:20:53.555168
1385,class-d,2025-03-17 13:20:53.555168
1386,conversion,2025-03-17 13:20:53.555168
1387,harman kardon,2025-03-17 13:20:53.555168
1389,modification,2025-03-17 13:20:53.555168
1394,HP Mini 210,2025-03-17 13:21:34.622896
1395,HP Mini 210 keyboard,2025-03-17 13:21:34.622896
1512,c-stick,2025-03-17 14:01:36.320892
1534,start,2025-03-17 14:01:44.555426
1536,x,2025-03-17 14:01:44.555426
1537,y,2025-03-17 14:01:44.555426
1582,MP480,2025-03-17 14:06:08.774064
1583,Pixma,2025-03-17 14:06:08.774064
1435,Nokia 620 Classic,2025-03-17 13:36:25.268126
1551,joystick,2025-03-17 14:01:52.907067
1363,Nokia 6200,2025-03-17 13:15:33.712847
1364,Nokia 6200 Classic,2025-03-17 13:15:33.712847
1446,TF300,2025-03-17 13:41:12.300683
1447,TF300t,2025-03-17 13:41:12.300683
1448,Transformer,2025-03-17 13:41:12.300683
1449,garmin,2025-03-17 13:42:24.440495
1452,Nuvi 1300,2025-03-17 13:42:24.440495
1457,ux31a,2025-03-17 13:45:02.315731
1459,DriveStation,2025-03-17 13:46:04.328888
1460,hard drive change,2025-03-17 13:46:04.328888
1461,clamcase,2025-03-17 13:48:42.570905
1462,clamcase ipad,2025-03-17 13:48:42.570905
1463,clamcase ipad 2,2025-03-17 13:48:42.570905
1464,ipad 2 case,2025-03-17 13:48:42.570905
1465,ipad clamcase,2025-03-17 13:48:42.570905
1523,logic board,2025-03-17 14:01:41.200932
1468,f201,2025-03-17 13:49:59.599965
1469,f201e,2025-03-17 13:49:59.599965
1471,x200,2025-03-17 13:49:59.599965
1472,x201,2025-03-17 13:49:59.599965
1260,Micro switch,2025-03-17 12:35:37.329547
1477,R61i,2025-03-17 13:51:41.032228
1450,gps,2025-03-17 13:42:24.440495
1480,camera issues,2025-03-17 13:54:56.59735
1481,dust cleaning,2025-03-17 13:54:56.59735
1482,sensor board,2025-03-17 13:54:56.59735
1484,capacitor blown out,2025-03-17 13:59:15.245905
1485,turn off itself,2025-03-17 13:59:15.245905
1488,lcd broken,2025-03-17 13:59:45.978831
1499,Infinite Reality,2025-03-17 14:01:09.994266
1500,Onyx,2025-03-17 14:01:09.994266
1501,SGI,2025-03-17 14:01:09.994266
1502,silicon graphics,2025-03-17 14:01:09.994266
1558,trigger,2025-03-17 14:01:56.584804
1539,d pad,2025-03-17 14:01:49.226836
1540,d-pad,2025-03-17 14:01:49.226836
1541,directional pad,2025-03-17 14:01:49.226836
1509,z button,2025-03-17 14:01:32.848555
1510,z-button,2025-03-17 14:01:32.848555
1526,a,2025-03-17 14:01:44.555426
1527,B,2025-03-17 14:01:44.555426
1493,controller,2025-03-17 14:00:59.442373
1495,gamecube,2025-03-17 14:00:59.442373
919,nintendo,2025-03-17 10:24:49.83267
1559,triggers,2025-03-17 14:01:56.584804
1498,wii,2025-03-17 14:00:59.442373
1318,guide,2025-03-17 12:57:22.418602
1323,tutorial,2025-03-17 12:57:22.418602
1587,walkthrough,2025-03-17 14:06:08.774064
1600,background image,2025-03-17 14:11:55.571401
1601,custom,2025-03-17 14:11:55.571401
1602,customize,2025-03-17 14:11:55.571401
1603,dashboard,2025-03-17 14:11:55.571401
1605,Mission Control,2025-03-17 14:11:55.571401
1616,confusing text,2025-03-17 14:18:33.548998
1617,inconsistent images,2025-03-17 14:18:33.548998
1618,Introductory,2025-03-17 14:18:33.548998
1620,headphone jack,2025-03-17 14:19:36.203947
1621,Kindle Fire HD,2025-03-17 14:19:36.203947
1623,kindle,2025-03-17 14:20:39.078047
1624,Kindle Paperwhite,2025-03-17 14:20:39.078047
1625,Paperwhite,2025-03-17 14:20:39.078047
1317,gateway,2025-03-17 12:57:22.418602
1264,fasteners,2025-03-17 12:36:37.481009
1584,printer,2025-03-17 14:06:08.774064
1486,tv,2025-03-17 13:59:15.245905
717,easy,2025-03-17 09:12:54.028625
1458,buffalo,2025-03-17 13:46:04.328888
1382,amplifier,2025-03-17 13:20:53.555168
1283,broken screen,2025-03-17 12:45:37.025661
1265,Patagonia,2025-03-17 12:36:37.481009
1292,satellite,2025-03-17 12:51:50.205708
1284,laptop,2025-03-17 12:45:37.025661
1470,ssd,2025-03-17 13:49:59.599965
1475,fan assembly,2025-03-17 13:51:41.032228
1304,broken,2025-03-17 12:55:17.439458
1445,asus,2025-03-17 13:41:12.300683
1306,changing,2025-03-17 12:55:17.439458
1307,cracked,2025-03-17 12:55:17.439458
1308,digitizer,2025-03-17 12:55:17.439458
1579,how to,2025-03-17 14:06:08.774064
1313,smashed,2025-03-17 12:55:17.439458
1638,autofocus,2025-03-17 14:23:29.418791
1479,autofocus not working,2025-03-17 13:54:56.59735
1640,dslr,2025-03-17 14:23:29.418791
1642,nikon d3100,2025-03-17 14:23:29.418791
1645,lenovo G580,2025-03-17 14:25:36.426032
1646,processor change,2025-03-17 14:25:36.426032
1649,nokia lcd,2025-03-17 14:26:03.947978
1650,nokia x3-02,2025-03-17 14:26:03.947978
1651,nokia x3-02 lcd,2025-03-17 14:26:03.947978
1654,ID47H,2025-03-17 14:27:56.854576
1657,how to remove a stripped screw,2025-03-17 14:32:18.756617
1658,how to remove broken screw,2025-03-17 14:32:18.756617
